P_NAME,P_MASS,P_RADIUS,P_PERIOD,P_GRAVITY,P_DENSITY,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TEMP_SURF,P_TYPE,P_TYPE_TEMP,S_NAME,S_TYPE_TEMP,S_RA,S_DEC,S_MAG,S_TEMPERATURE,S_MASS,S_RADIUS,S_METALLICITY,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_SNOW_LINE,S_ABIO_ZONE,P_HABZONE_OPT,P_HABZONE_CON,P_HABITABLE,P_ESI
Kepler-186 e,2.15,1.27,22.407704,1.3330027,1.0496084,0.11,3.4057646,346.06156,390.82216,Terran,Hot,Kepler-186,M,298.65274,43.954988,15.138,3788,0.48,0.47,-0.28,0.041209752,0.16533517,0.42293325,0.20942209,0.40097373,0.548105,0.052022268,0,0,0,0.60483093
Kepler-301 c,2.39,1.35,5.419026,1.3113855,0.97139664,0.06,231.04549,993.17112,1121.6307,Terran,Hot,Kepler-301,G,283.9829,49.232951,14.458,5815,0.98,0.9,0.187,0.83176377,0.68290871,1.6073497,0.86498766,1.5239137,2.4624293,2.1473294,0,0,0,0.29112122
K2-95 b,11,3.31,10.134645,1.0040069,0.30332535,0.053172,8.517512,433.08227,,Neptunian,Hot,K2-95,M,129.36257,18.97662,17.236,3566,0.41,0.4,0.1,0.023173946,0.12440328,0.32177397,0.15757494,0.30506539,0.41102077,0.033707921,0,0,0,0.32504198
TOI-2545 b,8,2.75,7.994037,1.0578512,0.38467318,0.079760705,259.67015,1022.5987,,Neptunian,Hot,TOI-2545,G,135.5458,-3.4208194,9.521,5846.29,1.06,1.25,-0.273,1.6519618,0.96059673,2.2591241,1.2167125,2.1418551,3.470274,2.3259728,0,0,0,0.22459961
Kepler-1379 b,2.24,1.3,0.88184115,1.3254438,1.0195721,0.0171,1352.0968,1544.7267,1744.5261,Terran,Hot,Kepler-1379,K,293.67044,41.41021,16.107,5188,0.83,0.79,-0.04,0.39536662,0.48791045,1.1711956,0.61800826,1.1103991,1.697711,0.69188415,0,0,0,0.28793989
Kepler-159 b,6.26,2.38,10.139623,1.1051479,0.46434787,0.082,26.204284,576.35861,650.90648,Superterran,Hot,Kepler-159,M,297.0702,40.868734,15.386,4625,0.63,0.66,-0.28,0.1761976,0.33414383,0.82084383,0.42324477,0.77823209,1.1333493,0.23991448,0,0,0,0.28408624
Kepler-602 b,5.02,2.09,15.284695,1.1492411,0.54987612,0.1224,141.39601,878.43372,992.05286,Superterran,Hot,Kepler-602,F,296.0319,42.141863,14.72,6062,1.08,1.13,-0.02,2.1183611,1.0735824,2.5120411,1.3598144,2.3816437,3.9297395,3.3904372,0,0,0,0.25954754
Kepler-79 e,4.1,3.49,81.0659,0.33661464,0.096451187,0.38602779,14.752196,499.23169,,Neptunian,Hot,Kepler-79,F,300.51711,44.381551,14.036,6174,1.17,1.3,-0.073,2.1978599,1.0861008,2.5354076,1.3756661,2.4037973,4.0027988,4.2209313,0,0,0,0.26865511
Kepler-722 c,8.35,2.82,105.14475,1.0499975,0.37233953,0.4471,4.572889,372.5181,,Neptunian,Hot,Kepler-722,G,290.26329,44.556405,15.489,5863,1.03,1.05,0.02,0.91411324,0.71384089,1.6780973,0.90416585,1.5909889,2.5814503,2.3709154,0,0,0,0.43518616
Kepler-806 b,1.55,1.14,8.0921964,1.1926747,1.0462059,0.0764,437.33404,1164.9386,1315.6151,Terran,Hot,Kepler-806,G,296.0072,44.85357,11.813,5770,0.99,1.16,0,2.5527013,1.1996085,2.8268427,1.5194532,2.6801039,4.3138373,1.9943118,0,0,0,0.29460112
Kepler-838 b,7.9,2.73,15.74958,1.0599901,0.38827475,0.1266,49.674395,676.28983,,Neptunian,Hot,Kepler-838,G,285.43547,45.975959,15.424,5770,0.98,0.96,-0.06,0.79615935,0.66994558,1.5787074,0.84856931,1.4967581,2.4091496,1.9875743,0,0,0,0.24576554
GJ 180 d,7.56,2.66,106.3,1.0684606,0.40167693,0.3120282,0.2602444,181.27406,204.72057,Superterran,Warm,GJ 180,M,73.460097,-17.776194,10.914,3811.5,0.43,0.41,,0.024603676,0.12769875,0.32627386,0.16174991,0.30933322,0.42351009,0.052215422,1,0,2,0.4754664
Kepler-217 b,5.6,2.23,5.374943,1.1261035,0.50497914,0.065,1343.3008,1542.2083,1741.6819,Superterran,Hot,Kepler-217,F,293.03773,46.277522,13.155,6171,1.14,1.8,0.09,5.6754461,1.7456186,4.0752383,2.2110182,3.8636971,6.4322626,4.1630305,0,0,0,0.24434166
Kepler-215 d,23.6,2.39,30.864423,4.1315803,1.7286947,0.185,22.318065,553.68639,625.30177,Superterran,Hot,Kepler-215,G,294.97353,45.213687,13.678,5739,0.94,1.03,-0.443,0.76383578,0.65742557,1.5505005,0.83271187,1.4700154,2.3597379,1.8584931,0,0,0,0.29150162
Kepler-267 d,5.77,2.27,28.464515,1.1197578,0.49328538,0.154,2.4886198,319.95533,361.33927,Superterran,Hot,Kepler-267,M,299.83057,47.157574,16.69,4258,0.54,0.56,-0.18,0.059020108,0.19577211,0.48926531,0.24797605,0.46386498,0.65593947,0.1213153,0,0,0,0.59200638
Kepler-265 d,6.76,2.49,43.130617,1.090305,0.43787349,0.236,18.162515,525.88854,593.90847,Superterran,Hot,Kepler-265,G,290.51048,41.244743,15.47,5835,0.98,1.1,-0.14,1.0115795,0.75220777,1.7695457,0.95276288,1.6776902,2.7155873,2.2223939,0,0,0,0.29842142
Kepler-351 c,11.1,3.19,57.24809,1.0907912,0.3419408,0.287,4.991559,380.76653,,Neptunian,Hot,Kepler-351,G,286.45279,42.657789,16.229,5643,0.81,0.85,-0.16,0.41114972,0.48509081,1.1471472,0.61442989,1.0875997,1.7312659,1.4996366,0,0,0,0.40124897
Kepler-596 b,11.8,3.46,21.300227,0.98566608,0.28487459,0.156,84.674142,772.74715,,Neptunian,Hot,Kepler-596,F,289.50068,51.685711,14.128,6267,1.21,1.32,0.03,2.0606299,1.045738,2.4368313,1.3245389,2.3103381,3.8758215,5.0079935,0,0,0,0.20687791
Kepler-634 b,4.23,1.89,5.1695018,1.1841774,0.62654888,0.0578,789.12231,1350.1617,1524.7955,Superterran,Hot,Kepler-634,F,291.19509,40.702735,13.626,6075,1.03,1.24,-0.18,2.6363314,1.1967149,2.7993669,1.5157752,2.6540547,4.3839315,3.4126603,0,0,0,0.26183258
Kepler-676 b,9.48,3.04,11.598222,1.0257964,0.33743303,0.0798,7.9614875,427.90589,,Neptunian,Hot,Kepler-676,M,296.22203,50.287363,17.15,3701,0.51,0.49,-0.02,0.050699071,0.18364765,0.47182666,0.23261727,0.44732772,0.60794426,0.045714432,0,0,0,0.34485552
Kepler-683 b,4.54,1.97,2.5391832,1.1698317,0.59382322,0.0355,722.01013,1320.4913,1491.2874,Superterran,Hot,Kepler-683,G,291.43996,37.905629,15.072,5703,0.96,0.95,-0.03,0.90991327,0.71908392,1.6976016,0.91081078,1.6094806,2.5755131,1.7593349,0,0,0,0.25799518
Kepler-466 b,8.5,2.85,51.079263,1.0464758,0.3671845,0.2671,12.013021,474.25593,,Neptunian,Hot,Kepler-466,G,295.64866,48.495519,12.799,5927,1.04,1.05,-0.01,0.85703785,0.6885135,1.6160153,0.8720841,1.5321295,2.4995611,2.6550109,0,0,0,0.3118373
Kepler-893 b,9.43,3.03,6.3385576,1.0271324,0.3389876,0.0699,234.98798,997.38107,,Neptunian,Hot,Kepler-893,G,284.96306,43.913028,15.347,5820,1,0.99,-0.03,1.1481536,0.80210558,1.8876568,1.015965,1.7896703,2.8931021,2.180489,0,0,0,0.21359752
Kepler-918 b,3.68,1.74,4.8538693,1.2154842,0.69855414,0.0569,296.3299,1056.9236,1193.6291,Superterran,Hot,Kepler-918,F,298.20073,48.267792,15.064,6028,1.11,1.14,0.06,0.95940063,0.72399736,1.6953282,0.91702604,1.6073255,2.644623,3.2274097,0,0,0,0.27214989
Kepler-954 b,5.99,2.32,16.781766,1.1128864,0.47969243,0.118,19.24137,533.52983,602.53811,Superterran,Hot,Kepler-954,K,295.85943,47.9396,13.095,4990,0.82,0.76,0.02,0.26791683,0.40561691,0.98107483,0.51377378,0.9301469,1.3975384,0.4903964,0,0,0,0.30349949
TOI-2285 b,19.5,1.74,27.26955,6.4407451,3.7015777,0.1424335,1.6198977,282.38915,318.91417,Superterran,Hot,TOI-2285,M,332.56326,58.706093,13.403,3491,0.45,0.46,-0.05,0.028707806,0.13859567,0.35981651,0.17555136,0.34113189,0.45747121,0.030566755,0,0,0,0.74610595
EPIC 201170410.02,1.15,1.047,6.7987,1.04907,1.0019771,0.0349,10.33592,456.75888,515.83738,Terran,Hot,EPIC 201170410,M,170.14086,-4.8070039,17.6984,3648,0.29,0.28,-0.048,0.012589254,0.091586913,0.23592828,0.11600843,0.22367779,0.30294498,0.034576818,0,0,0,0.41742203
HD 67087 b,973,13.1,352.2,5.6698328,0.43281166,1.095606,3.0166193,333.88529,,Jovian,Hot,HD 67087,F,121.91557,31.551155,8.05,6330,1.36,1.55,0.25,3.4673685,1.3513827,3.1454978,1.7116676,2.9822187,5.0276353,5.8021244,0,0,0,0.29696912
HD 47536 b,2330,12.6,712.13,14.676241,1.164781,1.9686,48.500896,667.15013,,Jovian,Hot,HD 47536,K,99.448958,-32.339453,5.25,4380,2.1,23.47,-0.65,177.0109,10.682128,26.54048,13.530587,25.162657,35.922269,0.23526129,0,0,0,0.09216345
HD 80606 b,1392.0954,11.994,111.4367,9.6770038,0.80682039,0.65391343,12.995433,348.60695,,Jovian,Hot,HD 80606,G,140.65695,50.603776,9.06,5561,1.15,1.04,0.35,0.99540542,0.75841254,1.7978642,0.9606291,1.7045384,2.6937902,1.464003,0,0,0,0.14839269
Kepler-54 d,2.96,1.53,20.995694,1.2644709,0.82645159,0.126,3.1496254,339.36296,383.25713,Terran,Hot,Kepler-54,M,294.77392,43.056198,16.282,4252,0.52,0.55,-0.27,0.050003453,0.18022902,0.45055172,0.2282883,0.42716119,0.6037592,0.11857015,0,0,0,0.60488086
Kepler-513 b,5.48,2.2,28.862356,1.1322314,0.51465064,0.1789,37.478251,630.29598,711.82027,Superterran,Hot,Kepler-513,G,285.04162,50.075391,13.019,5849,1.02,1.06,-0.01,1.1994993,0.81840795,1.9245932,1.0366131,1.8246894,2.9570847,2.3070555,0,0,0,0.27910757
Kepler-780 b,0.64,0.89,0.67737516,0.80797879,0.90784134,0.015,4621.8674,2100.41,2372.0831,Terran,Hot,Kepler-780,G,281.76635,44.29249,13.464,5769,1.01,1.02,0.05,1.0399202,0.76571227,1.8044271,0.96986975,1.7107609,2.7533649,2.0042059,0,0,0,0.29200203
Kepler-80 c,6.74,2.74,9.52355,0.89775694,0.32764852,0.0792,27.073826,581.08159,,Neptunian,Hot,Kepler-80,K,296.11258,39.978745,15.23,4540,0.73,0.68,0.04,0.16982437,0.32908276,0.81153877,0.41683445,0.76940959,1.1126633,0.21775286,0,0,0,0.26547887
HD 216435 b,400.4,13.7,1311,2.1333049,0.15571569,2.566272,0.55155231,219.32925,,Jovian,Warm,HD 216435,G,343.40947,-48.598633,6.03,5999,1.3,1.8,0.244,3.6057864,1.4060666,3.2946317,1.7809467,3.1236107,5.1270053,3.2366082,1,1,0,0.35581788
HR 858 b,5,2.085,3.58599,1.150159,0.55163502,0.05016,1069.0471,1431.2823,1616.4085,Superterran,Hot,HR 858,F,42.984978,-30.814061,6.38,6201,1.15,1.31,-0.14,2.3496328,1.1211345,2.6157979,1.4200392,2.4800147,4.1386983,4.3959977,0,0,0,0.25168207
HD 108341 b,715.11392,13.3,1129,4.0427041,0.30396271,2.7225,0.20244568,137.25497,,Jovian,Cold,HD 108341,K,186.87917,-71.42249,9.38,5122,0.84,0.79,0.04,0.42657952,0.5085181,1.2236698,0.64411168,1.1601491,1.7634525,0.62018795,0,0,0,0.23195812
TOI-132 b,22.4,3.42,2.1097019,1.9151192,0.55997637,0.026045253,888.81323,1390.0117,,Neptunian,Hot,TOI-132,G,338.39966,-43.436872,11.197,5397,0.97,0.9,0.16,0.59979108,0.59423182,1.4160232,0.75267579,1.3425183,2.0910469,1.043606,0,0,0,0.19523969
Wolf 1061 d,7.7,2.69,217.21,1.0641091,0.3955796,0.5410875,0.055339111,115.69706,130.66165,Superterran,Cold,Wolf 1061,M,247.57483,-12.667687,10.1,3342,0.29,0.31,-0.09,0.010209395,0.08279293,0.21651733,0.10486871,0.20527316,0.27281219,0.020439625,0,0,0,0.28901176
eps CrB b,2129.461,12.7,417.9,13.202685,1.0395815,1.307865,102.27201,808.25525,,Jovian,Hot,eps CrB,K,239.39651,26.877617,4.12577,4406,1.7,21,-0.094,171.79084,10.514676,26.092278,13.318481,24.737728,35.388631,0.22927643,0,0,0,0.080493809
eps Ind A b,1032.9475,13.1,16510,6.0191568,0.45947762,11.94039,0.001853681,52.172283,,Jovian,Cold,eps Ind A,K,330.8714,-56.796902,4.69,4754,0.75,0.78,-0.134,0.23878113,0.38698354,0.94525044,0.49017369,0.8961812,1.3193614,0.31735541,0,0,0,0.07020314
Kepler-770 b,5.9,2.3,18.925403,1.1153119,0.48491822,0.1694,39.461464,638.47369,721.05571,Superterran,Hot,Kepler-770,G,286.49046,38.374872,14.852,5598,0.94,0.92,-0.01,1.1324004,0.80717931,1.9113443,1.0223976,1.8121279,2.8731861,1.4586743,0,0,0,0.27241083
Kepler-612 b,8.45,2.84,3.7221564,1.0476592,0.36889408,0.0452,987.92308,1428.1719,,Neptunian,Hot,Kepler-612,G,291.35463,45.747855,15.191,5693,0.98,0.96,0.04,2.0183664,1.0716127,2.5305533,1.3573335,2.3991945,3.835869,1.7412947,0,0,0,0.21719736
Kepler-900 b,4.98,2.08,6.9913086,1.1510725,0.55340023,0.0679,53.488504,688.9137,778.01977,Superterran,Hot,Kepler-900,K,296.17727,46.998964,15.19,4836,0.78,0.73,-0.01,0.24660393,0.39189571,0.95389939,0.49639513,0.90438155,1.3407993,0.37017353,0,0,0,0.27512339
Kepler-956 b,9.27,3,5.2486726,1.03,0.34333333,0.0596,317.32733,1075.1686,,Neptunian,Hot,Kepler-956,F,292.53083,49.061656,13.387,6040,1.1,1.15,0.02,1.1271975,0.78418541,1.8357763,0.99326081,1.740483,2.866578,3.2847129,0,0,0,0.21340171
Kepler-988 b,4.94,2.07,17.760801,1.1528857,0.55694962,0.1085,7.6232563,423.28691,478.03605,Superterran,Hot,Kepler-988,K,290.70826,42.237225,15.578,4005,0.55,0.53,-0.32,0.089742879,0.24295126,0.61477577,0.30773548,0.58285758,0.80884213,0.079032192,0,0,0,0.40359153
Kepler-823 b,3.09,1.57,4.1680908,1.2536006,0.79847169,0.0507,841.3643,1371.9735,1549.4285,Terran,Hot,Kepler-823,G,284.58257,39.220174,15.089,5643,0.98,0.96,0.06,2.1627185,1.112559,2.6309897,1.409199,2.4944172,3.9706697,1.5979618,0,0,0,0.27734939
Kepler-1172 b,10.3,3.2,26.020442,1.0058594,0.31433105,0.168,24.455775,566.49368,,Neptunian,Hot,Kepler-1172,G,290.47449,37.76655,16.083,5558,0.92,0.89,-0.04,0.6902398,0.6316566,1.4975178,0.80007612,1.4197827,2.2431781,1.3520734,0,0,0,0.25052886
Kepler-1213 b,1.81,1.19,5.3498241,1.2781583,1.0740826,0.0635,615.81824,1269.0036,1433.1401,Terran,Hot,Kepler-1213,F,289.48584,50.944197,13.416,6050,1.14,1.21,0.13,2.4831331,1.1631978,2.7224434,1.4733231,2.5811242,4.2546493,3.3816551,0,0,0,0.29252119
Kepler-1265 b,2.39,1.35,6.4944129,1.3113855,0.97139664,0.0612,53.271774,688.21479,777.23046,Terran,Hot,Kepler-1265,K,284.58584,47.079565,16.024,4630,0.71,0.69,-0.1,0.19952623,0.35550863,0.87313163,0.45030656,0.82780554,1.2060457,0.2518216,0,0,0,0.31085675
Kepler-1282 b,3.02,1.55,2.1319465,1.2570239,0.81098318,0.0335,584.66943,1252.643,1414.6634,Terran,Hot,Kepler-1282,G,290.17617,46.698304,15.707,5504,0.92,0.89,0.01,0.65614527,0.61777737,1.4670567,0.78249734,1.3909028,2.1870754,1.2322814,0,0,0,0.27899293
Kepler-255 d,2.3,1.32,1.0456227,1.3200184,1.0000139,0.0192,1779.9079,1654.6231,1868.6368,Terran,Hot,Kepler-255,G,296.06427,45.976765,15.699,5431,0.9,0.86,0.02,0.65614527,0.62034071,1.4765866,0.7857456,1.3999379,2.1870754,1.0790996,0,0,0,0.28698522
Kepler-1625 b,30.6,6.06,287.37895,0.83325164,0.13750027,0.8748,3.5742296,350.26385,,Neptunian,Hot,Kepler-1625,G,295.42932,39.886507,16.227,5677,0.96,0.94,0.01,2.7352687,1.2486775,2.9500119,1.5816092,2.7968793,4.4654349,1.6824782,0,0,0,0.3556451
tau Cet f,3.93,1.81,636.13,1.1995971,0.66276082,1.3510752,0.28204584,184.74477,208.64018,Superterran,Cold,tau Cet,G,26.009303,-15.933799,3.49607,5310,0.78,0.83,-0.52,0.49545019,0.54266377,1.2969635,0.68735924,1.2296387,1.900482,0.83572862,0,0,0,0.55463551
tau Cet g,1.75,1.18,20,1.2568228,1.065104,0.1332394,28.059496,585.90348,661.68592,Terran,Hot,tau Cet,G,26.009303,-15.933799,3.49607,5310,0.78,0.83,-0.52,0.49545019,0.54266377,1.2969635,0.68735924,1.2296387,1.900482,0.83572862,0,0,0,0.3389759
ups And b,218.531,14,4.617033,1.1149541,0.079639577,0.059235688,955.28786,1416.1056,,Jovian,Hot,ups And,F,24.198353,41.403815,4.09565,6156.77,1.3,1.56,0.101,3.3496544,1.3422252,3.1343914,1.7000767,2.9716885,4.9415565,4.2442911,0,0,0,0.065405814
UKIRT-2017-BLG-001L b,407,13.7,,2.1684693,0.15828243,4.18,,,,Jovian,,UKIRT-2017-BLG-001L,,266.65408,-29.211361,,,0.81,,,,,,,,,,0,0,0,
HIP 14810 d,187.5197,14.1,981.8,0.9432106,0.066894369,1.9731983,0.26421566,181.4518,,Jovian,Cold,HIP 14810,G,47.809275,21.09713,8.520001,5544,1.01,1.07,0.24,0.97723722,0.75219921,1.7840597,0.95275953,1.6914505,2.6690934,1.361651,0,0,0,0.2612929
Kepler-108 b,56,8.65,49.183921,0.74843797,0.086524621,0.2990664,61.236038,706.0367,,Jovian,Hot,Kepler-108,G,294.55899,46.062395,12.657,5854,1.25,2.19,0.326,5.0933087,1.6859252,3.9641719,2.1354288,3.7583955,6.0934572,2.4901485,0,0,0,0.11535103
HD 10180 e,25.1,5.39,49.748,0.86396508,0.16029037,0.270251,20.471976,541.59871,,Neptunian,Hot,HD 10180,G,24.473113,-60.511488,7.33,5911,1.06,1.11,0.08,1.4893611,0.90852178,2.1332227,1.1507512,2.0224891,3.2950633,2.5994767,0,0,0,0.19552172
V0391 Peg b,1017.056,13.1,1170,5.9265544,0.45240873,1.7,9.3778257,445.78479,,Jovian,Hot,V0391 Peg,B,331.05041,26.418823,14.769,29300,0.5,0.23,,27.101916,3.6099751,8.3193788,4.5723195,7.8875451,14.056065,5.72E+17,0,0,0,0.16689287
K2-202 b,5.91,2.302,3.405164,1.1152618,0.48447517,0.04383882,240.59261,1003.2757,1133.0422,Superterran,Hot,K2-202,G,283.26432,-22.407055,13.354,5491,0.97,0.91,0.27,0.46238102,0.51898485,1.2329548,0.65736367,1.168953,1.8359623,1.2265116,0,0,0,0.24535131
HD 191806 b,2966.6103,12.5,1603.3892,18.986306,1.5189045,2.8113597,0.30180939,187.18271,,Jovian,Cold,HD 191806,K,302.36876,52.276727,8.09,6010,1.07,1.4,0.3,2.2284351,1.1046235,2.5876572,1.3991335,2.4533345,4.0305449,3.0910847,0,0,0,0.28820855
TYC 8998-760-1 c,1906.98,12.33,,12.543536,1.0173184,320,4.19E-06,11.528551,,Jovian,Cold,TYC 8998-760-1,K,201.30011,-64.939157,11.124,4573,1,0.95,,0.42953643,0.52273622,1.2871566,0.66212647,1.2203371,1.7695538,0.25594391,0,0,0,0.071986154
GJ 1002 c,1.36,1.1,21.202,1.1239669,1.0217881,0.0738,0.258159,181.58147,205.06774,Terran,Warm,GJ 1002,M,1.6764641,-7.5462123,13.76,3024,0.12,0.14,-0.25,0.001406048,0.030823922,0.08183201,0.039042311,0.077581509,0.10124271,0.008819998,1,1,1,0.58171525
Kepler-868 b,4.86,2.05,5.0325179,1.1564545,0.56412414,0.0575,353.72382,1104.7545,1247.6466,Superterran,Hot,Kepler-868,G,282.36353,46.675238,15.872,5614,0.93,0.89,-0.08,1.1694994,0.81952711,1.9396653,1.0380373,1.8389789,2.9198717,1.4939908,0,0,0,0.25593283
Kepler-876 b,2.63,1.43,5.1443801,1.2861265,0.89938913,0.0549,152.35451,894.98043,1010.7398,Terran,Hot,Kepler-876,K,283.47817,43.383724,15.647,5060,0.81,0.77,-0.03,0.45919801,0.52923327,1.2765465,0.67035128,1.2102809,1.8296321,0.55080675,0,0,0,0.29098672
Kepler-904 b,3.78,1.77,3.0216686,1.2065498,0.68166658,0.0417,819.83771,1363.1124,1539.4213,Superterran,Hot,Kepler-904,F,288.8229,40.38901,14.56,6160,1.16,1.25,0.05,1.4256076,0.87546745,2.044276,1.1088763,1.9381599,3.2237679,4.1088473,0,0,0,0.26774158
Kepler-771 b,3.97,1.82,8.7348584,1.1985267,0.65853118,0.0843,318.67269,1076.3064,1215.5189,Superterran,Hot,Kepler-771,G,287.44411,38.088418,14.958,5906,1.03,1.05,0.01,2.2646443,1.1206433,2.6316074,1.4194287,2.4950032,4.0631585,2.5526961,0,0,0,0.26785268
MOA-2010-BLG-328L b,9.2,2.99,,1.0290713,0.34417099,0.92,,,,Superterran,,MOA-2010-BLG-328L,,269.49633,-30.715175,,,0.11,,,,,,,,,,0,0,0,
Kepler-416 b,58.2,2.48,6.319,9.4627992,3.8156448,0.0658,246.34753,1009.2221,,Jovian,Hot,Kepler-416,G,291.55696,39.227292,14.166,5758,1,1.07,0.126,1.0665961,0.7759832,1.8291705,0.98287945,1.7342199,2.7884558,1.9601738,0,0,0,0.23686073
Kepler-321 c,5.99,2.32,13.093921,1.1128864,0.47969243,0.11,81.136194,764.54555,863.43406,Superterran,Hot,Kepler-321,G,294.4537,44.145763,12.918,5740,1.03,1.19,0.121,0.98174794,0.74528196,1.7576569,0.94399297,1.6664185,2.6752463,1.919303,0,0,0,0.25502639
Kepler-1177 b,4.27,1.9,106.24755,1.1828255,0.62253973,0.4301,11.881222,472.94974,534.12241,Superterran,Hot,Kepler-1177,G,286.67148,49.406296,14.773,5712,0.98,0.97,0.02,2.1978599,1.1169836,2.6362971,1.4148007,2.4994492,4.0027988,1.7990719,0,0,0,0.36364652
Kepler-1382 b,4.19,1.88,16.358306,1.1854912,0.63058041,0.1404,189.35021,944.96594,1067.1905,Superterran,Hot,Kepler-1382,F,295.37742,39.048037,12.857,6161,1.36,1.72,0.3,3.7325016,1.4164902,3.3075343,1.7941413,3.1358437,5.2163145,4.3400337,0,0,0,0.26772251
Kepler-148 d,56.3,8.68,51.846886,0.7472552,0.086089308,0.2607,6.0914115,400.20194,,Jovian,Hot,Kepler-148,K,289.78616,46.858818,15.398,5172,0.86,0.81,0.07,0.41399967,0.4996883,1.2001753,0.6329268,1.1378744,1.7372558,0.68113879,0,0,0,0.24338113
Kepler-1934 b,0.702,0.913,1.41976,0.84216184,0.92241165,0.0245,2136.3275,1731.8755,1955.8812,Terran,Hot,Kepler-1934,G,290.91933,37.287168,12.874,5925,0.97,1.04,-0.14,1.2823306,0.84229717,1.9770572,1.0668694,1.8744301,3.057481,2.5851567,0,0,0,0.29282335
GJ 536 b,5.36,2.17,8.7076,1.1382701,0.52454843,0.066823152,9.4910736,446.5869,504.34973,Superterran,Hot,GJ 536,M,210.25973,-2.6522901,9.71,3685,0.52,0.5,-0.08,0.041975898,0.16714474,0.42977097,0.2117138,0.40745557,0.55317655,0.044763754,0,0,0,0.37099671
HD 102956 b,305.1168,13.8,6.4947,1.6021676,0.1160991,0.080755239,1780.5346,1654.3438,,Jovian,Hot,HD 102956,G,177.8437,57.640658,7.86,4985,1.66,4.55,0.19,11.587774,2.6682045,6.4549357,3.3796757,6.1198576,9.1910211,0.61505616,0,0,0,0.065722959
K2-150 b,4.66,2,10.59357,1.165,0.5825,0.0727,4.9196157,379.38705,428.45806,Superterran,Hot,K2-150,M,18.344391,8.9874328,15.784,3499,0.46,0.44,0.09,0.026001596,0.13188842,0.34226823,0.1670557,0.32449493,0.43537528,0.031217639,0,0,0,0.47581455
K2-257 b,0.498,0.83,1.60588,0.72289157,0.87095369,0.0216,89.144078,782.74956,883.99263,Terran,Hot,K2-257,M,188.27828,-1.9532879,13.716,3725,0.52,0.5,-0.03,0.041591061,0.16627255,0.42667427,0.21060919,0.40452001,0.55063494,0.04794808,0,0,0,0.30546832
TYC 3667-1280-1 b,1716.282,12.8,26.468,10.475354,0.81838703,0.21013608,544.30587,1230.1409,,Jovian,Hot,TYC 3667-1280-1,K,12.887576,58.426148,9.856,5130,1.87,6.26,-0.08,23.988329,3.811806,9.169749,4.8282025,8.6937479,13.224028,0.82100609,0,0,0,0.071607039
GJ 3293 b,23.54,5.19,30.5987,0.87392013,0.16838538,0.1436481,1.0708914,258.96583,,Neptunian,Warm,GJ 3293,M,67.148443,-25.17134,11.945,3466,0.42,0.4,0.02,0.021978599,0.12130586,0.31531767,0.15365123,0.29894361,0.40027988,0.028615982,1,0,0,0.520749
Kepler-976 b,14.9,3.96,105.95641,0.95015815,0.23993893,0.4217,2.4546682,318.85843,,Neptunian,Hot,Kepler-976,K,289.86962,46.729686,15.861,5232,0.87,0.83,0.07,0.43651583,0.51149481,1.225845,0.64788058,1.1622117,1.7838723,0.75801237,0,0,0,0.48354958
Kepler-363 d,4.86,2.05,11.932125,1.1564545,0.56412414,0.107,202.41022,960.85493,1085.1347,Superterran,Hot,Kepler-363,G,283.19208,41.305417,13.472,5593,1.1,1.49,0.397,2.3173946,1.1550395,2.7354599,1.4630081,2.5934643,4.1102077,1.523992,0,0,0,0.25873471
Kepler-211 c,18.3,1.29,6.04045,10.996935,8.524756,0.062,100.5117,806.59192,910.91882,Terran,Hot,Kepler-211,K,285.43912,43.168505,13.448,5123,0.9,0.82,0.151,0.38636698,0.48393217,1.1644635,0.61297004,1.1040163,1.6782775,0.63570728,0,0,0,0.30106478
Kepler-576 b,10.7,3.27,29.911368,1.000664,0.30601345,0.179,19.199678,533.24058,,Neptunian,Hot,Kepler-576,G,295.18289,38.654203,14.627,5672,0.99,0.97,0.09,0.61517687,0.59235075,1.3996325,0.75028781,1.3269788,2.1176967,1.6852856,0,0,0,0.26027175
Kepler-1578 b,1.12,1.04,1.4508869,1.035503,0.99567592,0.0252,1076.9584,1459.3163,1648.0685,Terran,Hot,Kepler-1578,G,288.30211,47.775623,15.585,5545,0.9,0.86,-0.13,0.68391165,0.62922762,1.492351,0.79699977,1.4148842,2.2328717,1.3125594,0,0,0,0.294069
Kepler-118 c,45.7,7.68,20.17202,0.7748074,0.10088638,0.141,21.113575,546.05973,,Neptunian,Hot,Kepler-118,K,299.21319,41.424819,14.867,5274,0.81,1.09,0.18,0.41975898,0.50046363,1.1976131,0.63390742,1.1354455,1.7492979,0.79555187,0,0,0,0.15751652
Kepler-671 b,7.7,2.69,4.2809586,1.0641091,0.3955796,0.0503,327.99259,1084.0909,,Neptunian,Hot,Kepler-671,G,294.26575,49.314093,15.491,5624,0.97,0.95,0.08,0.82985077,0.68993552,1.6324677,0.87389251,1.5477276,2.4595959,1.5413645,0,0,0,0.22616616
